,items__volumeInfo__title,items__volumeInfo__subtitle,items__volumeInfo__authors__001,items__volumeInfo__description,items__searchInfo__textSnippet,items__volumeInfo__industryIdentifiers__identifier,title
1829,Immune System,"How to Boost Your Immune System, Amid Chinese Virus Pandemic",Ethan KING,"We know Chinese Virus is more deadly the older you get. It's also more dangerous for those who have chronic lung disease, diabetes, high blood pressure, weakened immune systems and other underlying health issues.And yet our news feeds are full of stories about seemingly healthy young people who are quickly struck down.These tragic deaths seem all the more confounding when you consider a flurry of new scientific studies that suggest as many as 20% of people who are infected with the Chinese Virus -- and possibly many more -- never develop any symptoms.This lucky group is spared the dry cough, fever and body aches we now associate with Chinese Virus, even while the virus proliferates in their bodies and potentially spreads to others.This new understanding about the role of ""silent spreaders"" is why the Centers for Disease Control and Prevention and other health authorities are now suggesting that people wear masks when they leave the house. The recommendation is primarily designed to keep asymptomatic people from unwittingly spreading a disease they may not even know they have.But how can the same virus affect people so differently -- killing some while leaving others blissfully unaware that they have been infected at all?...",We know Chinese Virus is more deadly the older you get.,9798639863028,"Immune System How to Boost Your Immune System, Amid Chinese Virus Pandemic"
1833,Avian Reservoirs,Virus Hunters and Birdwatchers in Chinese Sentinel Posts,Frédéric Keck,"After experiencing the SARS outbreak in 2003, Hong Kong, Singapore, and Taiwan all invested in various techniques to mitigate future pandemics involving myriad cross-species interactions between humans and birds. In some locations microbiologists allied with veterinarians and birdwatchers to follow the mutations of flu viruses in birds and humans and create preparedness strategies, while in others, public health officials worked toward preventing pandemics by killing thousands of birds. In Avian Reservoirs Frédéric Keck offers a comparative analysis of these responses, tracing how the anticipation of bird flu pandemics has changed relations between birds and humans in China. Drawing on anthropological theory and ethnographic fieldwork, Keck demonstrates that varied strategies dealing with the threat of pandemics—stockpiling vaccines and samples in Taiwan, simulating pandemics in Singapore, and monitoring viruses and disease vectors in Hong Kong—reflect local geopolitical relations to mainland China. In outlining how interactions among pathogens, birds, and humans shape the way people imagine future pandemics, Keck illuminates how interspecies relations are crucial for protecting against such threats.","In Avian Reservoirs Frédéric Keck offers a comparative analysis of these responses, tracing how the anticipation of bird flu pandemics has changed relations between birds and humans in China.",9781478007555,Avian Reservoirs Virus Hunters and Birdwatchers in Chinese Sentinel Posts
1835,Replication of Hepatitis B Virus in Chinese Patients with Chronic Hepatitis B Virus Infection,,駱淑芳,"This dissertation, ""Replication of Hepatitis B Virus in Chinese Patients With Chronic Hepatitis B Virus Infection"" by 駱淑芳, Suk-fong, Anna, Lok, was obtained from The University of Hong Kong (Pokfulam, Hong Kong) and is being sold pursuant to Creative Commons: Attribution 3.0 Hong Kong License. The content of this dissertation has not been altered in any way. We have altered the formatting in order to facilitate the ease of printing and reading of the dissertation. All rights not granted by the above license are retained by the author. DOI: 10.5353/th_b3198139 Subjects: Hepatitis B virus Chronic active hepatitis Hepatitis B virus Chronic active hepatitis",,1361114096,
1837,Black Book of the Russian and Chinese Hacker,,Noah Books,"This book teaches you everything that you wanted to know about computer viruses, ranging from the simplest 44-byte virus right on up to viruses for 64-bit Windows, UNIX and the Internet. You will learn how anti-virus programs stalk viruses and what viruses do to evade these digital policemen, including stealth techniques and polymorphism.","This book teaches you everything that you wanted to know about computer viruses, ranging from the simplest 44-byte virus right on up to viruses for 64-bit Windows, UNIX and the Internet.",1514278677,
1839,??????????,Doctor Li and the Crown-Wearing Virus - Simplified Chinese,Francesca Cavallo,"""Doctor Li and the crown-wearing virus"" is a children's book about the coronavirus pandemic written by the New York Times Bestselling author of Good Night Stories for Rebel Girls, Francesca Cavallo. This is the simplified Chinese translation.",This is the simplified Chinese translation.,1953592023,?????????? Doctor Li and the Crown-Wearing Virus - Simplified Chinese
1841,Chinese Whiskers,A Novel,Pallavi Aiyar,"Chinese Whiskers by Pallavi Aiyar is a charming fable set against the landscape of contemporary Beijing, seen through the eyes of two cats. Soyabean is a middle class cat looked after by a grandmother who embodies traditional Chinese morality. Tofu is born to a stray cat mother in a backyard dustbin. They are brought together when they are adopted by foreigners, who live in a traditional style courtyard house in Beijing's traditional hutong neighborhoods. Then Soyabean is offered a job as a model for a new brand of cat food while at the same time a mysterious virus is sickening people across the city. Cats are blamed for it and are being rounded up, and Soyabean and Tofu's idyllic lives as pampered pets come to an abrupt end. Interweaving real episodes in recent Chinese history such as the Olympic Games, the SARS virus, and tainted pet-food scandals with a richly imagined world, this heartwarming story of cats and humans does what W. Bruce Cameron's A Dog's Purpose did for canines. It will make you laugh and tear up, while showing the battles fought between the corruption of modern living and the ideals of traditional life.","Interweaving real episodes in recent Chinese history such as the Olympic Games, the SARS virus, and tainted pet-food scandals with a richly imagined world, this heartwarming story of cats and humans does what W. Bruce Cameron&#39;s A Dog&#39;s ...",9781250014597,Chinese Whiskers A Novel
1843,冠状病毒与基督 (Coronavirus and Christ) (Chinese Edition),,John Piper,"""This is a time when the fragile form of this world is felt. The seemingly solid foundations are shaking. The question we should be asking is, Do we have a Rock under our feet? A Rock that cannot be shaken-ever?"" -John Piper On January 11, 2020, a novel coronavirus (COVID-19) reportedly claimed its first victim in the Hubei province of China. By March 11, 2020, the World Health Organization had declared a global pandemic. In the midst of this fear and uncertainty, it is natural to wonder what God is doing. In Coronavirus and Christ, John Piper invites readers around the world to stand on the solid Rock, who is Jesus Christ, in whom our souls can be sustained by the sovereign God who ordains, governs, and reigns over all things to accomplish his wise and good purposes for those who trust in him. What is God doing through the coronavirus? Piper offers six biblical answers to that question, showing us that God is at work in this moment in history.",&quot;This is a time when the fragile form of this world is felt.,1952850029,
1845,Birdie and the Virus,Simplified Chinese,Andrea Baldwin,"Birdie's friends have a virus, but doctors and nurses are there to help. A story for young children about coping with a pandemic.","Birdie&#39;s friends have a virus, but doctors and nurses are there to help. A story for young children about coping with a pandemic.",0648817237,Birdie and the Virus Simplified Chinese
1850,DEFEATING COVID-19 AND OTHER VIRUSES WITH TRADITIONAL CHINESE MEDICINE,,Angelina Cai,"China's secret to stopping Covid-19 Since the beginning of the pandemic, more than one hundred people, some of them in a serious condition have sought help from Angelina Jingrui Cai, a traditional Chinese doctor practicing in France. Given her results, she had to share the methods and recipes she used, so that as many people as possible would benefit from them, all the more so as the virus has not been definitively eradicated. This practice is also beneficial for other pulmonary infections and various disorders (flu, bronchitis, asthma, insomnia, fatigue, low energy, stress), as well as for prevention, one of the priorities of traditional Chinese medicine being to strengthen our immune system. It is thus daily that Defeating Covid-19 And Other Viruses With Traditional Chinese Medicine can help us to live better.",It is thus daily that Defeating Covid-19 And Other Viruses With Traditional Chinese Medicine can help us to live better.,1913191125,
1860,Use Of Patented Traditional Chinese Medicine Against Covid-19: A Practical Manual,,Huaqiang Zhai,"COVID-19 is a severe and complex epidemic ravaging many countries. Traditional Chinese medicine (TCM) has accumulated rich experience and achieved outstanding effects in its struggle against epidemics for thousands of years. As an essential intervention means for prevention and control of COVID-19, TCM boasts significant effects in relieving fever symptoms, slowing down disease progression, preventing disease transformation, reducing hormone dosage, and alleviating complications. Establishing and improving the emergency supply service mode of Chinese medicine in response to public health emergencies, and scientifically managing and allocating Chinese medicine medical resources are conducive to establishing a green channel for the emergency supply of Chinese medicine in response to major public health emergencies.This book focuses on the four oral Chinese patent medicines used in the clinical treatment period based on the Guidelines for the Diagnosis and Treatment of COVID-19 by the National Health Commission and National Administration of Traditional Chinese Medicine of China.This work is not only an important part of the theoretical system of TCM treatment based on syndrome differentiation but also an effective way to promote an even deeper integration of clinical pharmaceutical service and clinical medical practice.","Establishing and improving the emergency supply service mode of Chinese medicine in response to public health emergencies, and scientifically managing and allocating Chinese medicine medical resources are conducive to establishing a green ...",9789811227899,
1863,YY/T 1526-2017: Translated English of Chinese Standard. YY/T1526-2017,Detection Kit for Human Immunodeficiency Virus 1 Type (HIV-1) P24 Antigen and Antibodies to Human Immunodeficiency Virus (Chemiluminescence Immuno-Assay),www.ChineseStandard.net,"1 Scope This Standard specifies the requirements, test methods, mark, label and use instructions, package, transportation and storage of detection kit for antigen and antibodies to human immunodeficiency virus (chemiluminescence immuno-assay). This Standard is applicable to the kit perform qualitative detection of human immunodeficiency virus 1 (HIV-1), p24 antigen and (HIV-1 p24) and HIV (including HIV-1 and HIV-2) antibodies in the human serum and/or plasma through the light source (including chemiluminescence analysis, immunofluorescence analysis, time-resolved immunofluorescence analysis) excited by special substance based on the sandwich method; namely, detection kit for antigen and antibodies to human immunodeficiency virus.","1 Scope This Standard specifies the requirements, test methods, mark, label and use instructions, package, transportation and storage of detection kit for antigen and antibodies to human immunodeficiency virus (chemiluminescence immuno ...",,YY/T 1526-2017: Translated English of Chinese Standard. YY/T1526-2017 Detection Kit for Human Immunodeficiency Virus 1 Type (HIV-1) P24 Antigen and Antibodies to Human Immunodeficiency Virus (Chemiluminescence Immuno-Assay)
1866,Chronic Hepatitis B Virus Infection in the Chinese,"Natural History, Sequelae, Treatment and Prevention",,"(Uncorrected OCR) Abstract of thesis entitled Chronic Hepatitis B Virus Infection in the Chinese: Natural History, Sequelae, Treatment and Prevention Submitted by Yuen Man Fung for the degree of Doctor of Medicine at The University of Hong Kong in August 2001 The aims of this thesis were 1) to delineate the natural history of Chinese patients with hepatitis B virus (HBV) infection; 2) to assess the two approved treatment, interferon - alpha (IFN-a) and lamivudine, of HBV; 3) to study the pathogenesis, immunology, screening program and treatment ofHCC; and 4) to evaluate HBV vaccines in preventing HBV infection. In a study of 146 Chinese HBV patients, mannose binding lectin mutation was associated with increased chance of cirrhotic complications. The most important factor for the development of cirrhotic complications in a study of 3433 Chinese HBV patients was increasing age. The median age of development of cirrhotic complications was 55 60 years old. Though HBeAg seroconversion led to a low viraemic state, 60 - 70% of patients who had cirrhotic complications were anti-HBe positive. HBeAg seroconversion did not protect Chinese patients from the development of cirrhotic complications. IFN-a treatment improves prognosis in Caucasian HBV patients. But, a nine-year follow-up study involving 411 Chinese patients showed that IFN-a treatment did not increase cumulative HBeAg seroconversion rate and more importantly, did not decrease cirrhotic complication. Prolonged lamivudine treatment is associated with the emergence of YMDD variants. The factors associated with HBV DNA breakthrough were examined in 159 patients. Patients with higher baseline HBV DNA and alanine transaminase (ALT) levels were associated with earlier YMDD variants development. Patients with HBV DNA levels> 103 copies/ml at 6 months of therapy had 63% chance of developing YMDD variant within 29 months of follow-up. Patients with YMDD variants could still develop HBeAg seroconversion. The pathogenic role o.","(Uncorrected OCR) Abstract of thesis entitled Chronic Hepatitis B Virus Infection in the Chinese: Natural History, Sequelae, Treatment and Prevention Submitted by Yuen Man Fung for the degree of Doctor of Medicine at The University of Hong ...",OCLC:681657544,"Chronic Hepatitis B Virus Infection in the Chinese Natural History, Sequelae, Treatment and Prevention"
1867,Hepatitis B Virus Knowledge of the Chinese Community in Eastern Melbourne,,,"Results: The interviews identified specific issues underpinning preventive actions against HBV, including the clinical course of chronic infection, the geographical environment, source of medical advice, awareness of susceptibility, barriers and incentives of preventive actions and normalisation of the infection and management. The survey was completed by 97 out of 357 invited community members (response rate 27%). The mean age of the survey respondents was 58 years and 68% were female. The self-reported prevalence of CHB was 5%. Fifty-nine percent of respondents had a poor level of HBV knowledge. A good level of knowledge was associated with younger age (p=0.001) higher acculturation (p=0.03) or socioeconomic status (p=0.008), being born in Taiwan or Hong Kong (p=0.005) and having had HBV screening (p=0.001) or vaccination (p=0.001). The reported levels of previous HBV screening or vaccination were 56% and 40%, respectively; however, 36% reported no or unknown history of preventive actions. The main reported reasons for the lack of screening or vaccination were feeling healthy or not being previously advised by doctors. Younger age (screening: p=0.02; vaccination: p=0.001), higher socioeconomic status (screening: p=0.03; vaccination: p=0.02) and having a family member with CHB (screening: p","Results: The interviews identified specific issues underpinning preventive actions against HBV, including the clinical course of chronic infection, the geographical environment, source of medical advice, awareness of susceptibility, ...",OCLC:920501690,
1869,Rehabilitation from COVID-19,An Integrated Traditional Chinese and Western Medicine Protocol,Wenguang Xia,"The COVID-19 pandemic is unlike anything the world has ever seen before. Its reach is wide, and its effects have been debilitating. Understanding this particular strain of the coronavirus and knowing the best ways to recover are more important than ever. Rehabilitation from COVID-19: An Integrated Traditional Chinese and Western Medicine Protocol contains basic knowledge about COVID-19, including its etiology, pathogenesis, and treatment both in traditional Chinese medicine and Western medicine. It also includes relative assessment and rehabilitation targeting residual dysfunctions due to COVID-19, such as pulmonary dysfunction, mental disorders, and malnutrition, among others. Key Features Presents a new concept of CRN (COVID-19 Rehabilitation Unit) that will protect patients and medical workers Emphasizes special management of rehabilitation procedures under COVID-19 conditions Includes home-based rehabilitation tactics Provides assessment scales to help patients self-evaluate Based on clinical experience from experts, this text has been compiled by those on the frontline against COVID-19 in Wuhan. Rehabilitation from COVID-19 is an informative collection that will be helpful to patients and medical workers alike.",Key Features Presents a new concept of CRN (COVID-19 Rehabilitation Unit) that will protect patients and medical workers Emphasizes special management of rehabilitation procedures under COVID-19 conditions Includes home-based rehabilitation ...,9781000377224,Rehabilitation from COVID-19 An Integrated Traditional Chinese and Western Medicine Protocol
1871,Molecular Characterization of the Chinese Isolates of Porcine Reproductive and Respiratory Syndrome Virus (Prrsv) and the Construction and Characterization of the DNA Vaccines,,Knowledge by Design Yue-Ling Wong,"This dissertation, ""Molecular Characterization of the Chinese Isolates of Porcine Reproductive and Respiratory Syndrome Virus (PRRSV) and the Construction and Characterization of the DNA Vaccines"" by Yue-ling, Wong, 王如玲, was obtained from The University of Hong Kong (Pokfulam, Hong Kong) and is being sold pursuant to Creative Commons: Attribution 3.0 Hong Kong License. The content of this dissertation has not been altered in any way. We have altered the formatting in order to facilitate the ease of printing and reading of the dissertation. All rights not granted by the above license are retained by the author. DOI: 10.5353/th_b3122689 Subjects: Swine - Virus diseases Viral proteins DNA vaccines",,1374752452,
1876,Several Worlds,Reminiscences and Reflections of a Chinese-American Physician,Monto Ho,"' This fascinating book comprises the autobiographical reminiscences and reflections of Monto Ho, M.D., a Chinese-born, American physician and widely recognized infectious disease specialist. It presents a remarkable opportunity to understand his personal history, the development of his scholarly qualities, and the logic of his scientific and cultural passions. A leader in the field over the past half a century, the author was a pioneer investigator of interferon. He made major contributions to the pathogenesis of virus infections in the immunocompromised host, especially of cytomegalovirus and other herpesvirus infections in organ transplant recipients. He built a strong science-based infectious diseases group at the University of Pittsburgh in the US. In his “second career” in Taiwan, Monto Ho changed the direction of his research to address problems that were important to that country. He recognized the threat posed by the emergence of antibiotic-resistant bacteria and the need to enhance the quality of training of infectious diseases physicians. These efforts paid unexpected dividends. The appropriate use of antibiotics has become an important national health priority, and there is now intense research on the devastating outbreaks of enterovirus 71 in children. Contents:Peripatetic Youth:My Childhood (1927–1937)Going to Foreign Schools (1937–1941)Return to China (1941–1947)Remembering Father: Feng-Shan HoAdulthood and Career:From Philosophy to MedicineMy Life Long Companion — CarolFellowship: From Endotoxin to InterferonResearch on InterferonThe Viral Fifth ColumnistsAcademic MedicineThe Ups and Downs of a DepartmentAn Assessment of My CareerExperience in Taiwan:Academia SinicaWhat's in a Name?Research and Advocacy in Antibiotic ResistanceImproving Taiwan's Medical Training and Medical EducationThoughts and Reflections:Reflections in TaiwanTraditional Chinese MedicineReligions and SpiritualityAmerica Readership: Educated general audience with an interest in medical research. Keywords:Infectious Diseases;Interferon;Microbiology;Antibiotic Resistance;China;TaiwanKey Features:Of interest to scientific readers, as it discusses in-depth the author's role in interferon research and in vital infections after transplantationFor general readers, as it spans several worlds: a Chinese ethnic background, a US education, and a physician and medical research career in the US and TaiwanReviews: “This is a wonderful book about one of infectious diseases' most prominent physicians. It is well written and easy to read. Dr Ho truly emulates his Confucian heritage, which emphasizes education and scholarship.” Clinical Infectious Diseases From the Foreword: “This book provides a remarkable opportunity to understand this very special Chinese-born, American physician … I consider myself privileged to continue to work with him and witness his keen mind, whimsical humor and dedication. This book has answered many of the questions I have always wanted to ask him.” Calvin M Kunin, MD Past President Society of Infectious Diseases of America From the Preface: “I have just read Monto Ho's Reminiscences and Reflections for the third time and enjoyed it again … Monto Ho is an introspective person and his reflections are just as interesting as his reminiscences … Read his book. Enjoy it and think about it.” John A Armstrong, ScD Emeritus Professor of Microbiology University of Pittsburgh '","This fascinating book comprises the autobiographical reminiscences and reflections of Monto Ho, M.D., a Chinese-born, American physician and widely recognized infectious disease specialist.",9789814479820,Several Worlds Reminiscences and Reflections of a Chinese-American Physician
1879,The Chinese Conspiracy,,John Mariotti,"When Jim Martini goes back to his WV hometown to see why its major employer failed suddenly he finds more than a failed company. He risks his life, finds a lost love, and stumbles into an international conspiracy. A Chinese revolutionary group is using viruses, hacking, malware and cyber-technology to over-throw its own government and attempt to control the US--by shutting down all forms of computers and communications--all at once. Suddenly nothing workscommunications are silenced. The US is preoccupied fighting global terrorism, so its up to Jim, hometown friends and a small team of CIA, FBI, and NSA agents to overcome this devastating threat and stop The Chinese Conspiracy. Set in the lush mountains of West Virginia and half-way around the world in China, The Chinese Conspiracy weaves a chilling tale of cyber-terrorism, current events and a tender love story. Read The Chinese Conspiracy and then call or e-mail someone you love, but do it while everything still works. Testimonials: --The Chinese Conspiracy has the intrigue of John Grisham, the spice of Mickey Spillane and the technical aspects of Tom Clancy. Tom Quinn --""This chilling new novel links the world's increasing dependency on the Internet to vulnerabilities that can be exploited for evil. This launches John Mariotti as a new master of the genre."" Calvin Myer, Co-founder WorldWide Ltd. --We always prepare to fight the last war but never the next war this should be the wake-up call to America. Mariotti is blowing the bugle for all of us. John Ellingson, CEO, Edentification --""Mariotti has created a fast moving thriller full of vivid characters who hook the readers emotions and find a place in their hearts. The good guys are good; the bad guys are awful; and the women are terrific."" John Grom, CEO, Executive Search",Tom Quinn --&quot;This chilling new novel links the world&#39;s increasing dependency on the Internet to vulnerabilities that can be exploited for evil. This launches John Mariotti as a new master of the genre.,9781450257916,
1881,Chinese Politics and Foreign Policy under Xi Jinping,The Future Political Trajectory,Arthur S. Ding,"This book focuses on China’s future under Xi Jinping’s authoritarian leadership by examining various facets of the political, economic, social and foreign policy trajectories of contemporary China. It assesses Xi Jinping’s power dynamic as the ‘core’ leader of the Communist Party of China (CPC) and analyses the impact of Xi’s signature domestic policies which demonstrate his political authority within the domestic sphere. Moreover, the book presents Xi’s pro-active, assertive and action-oriented outlook as a foundation for China’s diplomacy in the ‘new era’. Bringing together an international set of experts in the field who explore critical facets of China under Xi Jinping that deeply influence the regional as well as the global order, the book investigates the impact of Chinese initiatives such as the grand Belt and Road Initiative (BRI), the Asian Infrastructure Investment Bank (AIIB) and the BRICS New Development Bank (NDB). Importantly, the book illustrates US-China relations and outlines how this relationship will intensify in the post-COVID-19 era, which is poised to be one of the biggest challenges and turning points of the ‘Asian Century’. Offering a timely insight into China’s future and the trajectory of Xi Jinping’s consolidation of power, this book will be of interest to academics in the fields of China Studies, Asian and International Politics and International Relations.","This book focuses on China’s future under Xi Jinping’s authoritarian leadership by examining various facets of the political, economic, social and foreign policy trajectories of contemporary China.",9781000224412,Chinese Politics and Foreign Policy under Xi Jinping The Future Political Trajectory
1884,China Risen?,Studying Chinese Global Power,Shaun Breslin,"Drawing on an extensive range of Chinese-language debates and discussions, this book explains the roles of different actors and interests in Chinese international interactions, and how they influence the nature of Chinese strategies for global change.","Drawing on an extensive range of Chinese-language debates and discussions, this book explains the roles of different actors and interests in Chinese international interactions, and how they influence the nature of Chinese strategies for ...",9781529215816,China Risen? Studying Chinese Global Power
1886,How China Loses,The Pushback Against Chinese Global Ambitions,Luke Patey,"China's rapid economic growth over the past three decades has endowed it with enormous power. Chinese leaders now want to harness this power to become the world's dominant country, replacing the US as the global superpower. In How China Loses, Luke Patey argues that despite all its strengths, China cannot simply get what it wants. The ambitiousness of China's global economic agenda and pursuit of military expansion are undermining its ability to realize itsgeopolitical plans; other countries are beginning to resist. Weaving together on-the-ground reportage and analysis from Africa to Latin America, East Asia to Europe, Patey explores how the world is responding to China's rise and what this means for everyone.","Chinese leaders now want to harness this power to become the world&#39;s dominant country, replacing the US as the global superpower. In How China Loses, Luke Patey argues that despite all its strengths, China cannot simply get what it wants.",9780190061081,How China Loses The Pushback Against Chinese Global Ambitions
2138,Framework for Equitable Allocation of COVID-19 Vaccine,,"National Academies of Sciences, Engineering, and Medicine","In response to the coronavirus disease 2019 (COVID-19) pandemic and the societal disruption it has brought, national governments and the international community have invested billions of dollars and immense amounts of human resources to develop a safe and effective vaccine in an unprecedented time frame. Vaccination against this novel coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), offers the possibility of significantly reducing severe morbidity and mortality and transmission when deployed alongside other public health strategies and improved therapies. Health equity is intertwined with the impact of COVID-19 and there are certain populations that are at increased risk of severe illness or death from COVID-19. In the United States and worldwide, the pandemic is having a disproportionate impact on people who are already disadvantaged by virtue of their race and ethnicity, age, health status, residence, occupation, socioeconomic condition, or other contributing factors. Framework for Equitable Allocation of COVID-19 Vaccine offers an overarching framework for vaccine allocation to assist policy makers in the domestic and global health communities. Built on widely accepted foundational principles and recognizing the distinctive characteristics of COVID-19, this report's recommendations address the commitments needed to implement equitable allocation policies for COVID-19 vaccine.","Vaccination against this novel coronavirus, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), offers the possibility of significantly reducing severe morbidity and mortality and transmission when deployed alongside other public ...",9780309682244,
2146,Vaccine Acceptability Factors for the General Public and Health Care Professionals in Canada,Final Report,,"'The research provides current data on the opinions and attitudes of the Canadian population regarding vaccination in general, and for specific vaccines and vaccine-preventable diseases. The results of this research will inform the development of evidence-based vaccine recommendations that include a consideration of acceptability of vaccines and vaccine programs. Results will be used to support the expansion of the mandate of the National Advisory Committee on Immunization (NACI) to include the systematic consideration of programmatic factors (economics, ethics, equity, feasibility, acceptability) in addition to burden of disease and vaccine characteristics'--page i.","&#39;The research provides current data on the opinions and attitudes of the Canadian population regarding vaccination in general, and for specific vaccines and vaccine-preventable diseases.",0660326019,Vaccine Acceptability Factors for the General Public and Health Care Professionals in Canada Final Report
2148,Vaccine Manual,The Production and Quality Control of Veterinary Vaccines for Use in Developing Countries,Noel Mowat,This manual represents a response to a recommendation arising from an expert consultation on vaccine production and quality control held in 1991. It attempts to birng together information on the state of the art in veterinary vaccine development.,or EXAMPLE 1 Balance sheet for a vaccine production plant ( United Kingdom <br>\nmodel ) 31/12/1996 ( US $ ) <b>Equity</b> Share <b>capital</b> Vested <b>capital</b> Retained <br>\nearnings 7 000 000 ( 800 000 ) Liabilities Current short - term loans suppliers &#39; <br>\ncredit&nbsp;...,UOM:39015041362321,Vaccine Manual The Production and Quality Control of Veterinary Vaccines for Use in Developing Countries
2156,New Vaccine Development,"Establishing Priorities: Volume II, Diseases of Importance in Developing Countries",Institute of Medicine,"Common diseases cost the developing world an enormous amount in terms of human life, health, and productivity, as well as lost economic potential. New and effective vaccines could not only improve the quality of life for millions of residents in developing countries, they could also contribute substantially to further economic development. Using data from the World Health Organization and other international agencies, this book analyzes disease burdens, pathogen descriptions, geographic distribution of diseases, probable vaccine target populations, alternative control measures and treatments, and future prospects for vaccine development. New Vaccine Development provides valuable insight into immunological and international health policy priorities.",<b>EQUITY</b> CONSIDERATIONS IN CALCULATING DISEASE BURDENS AND <br>\nVACCINE BENEFITS Age - Related Weights The methods for comparing disease <br>\nburdens ( Chapter 4 ) and vaccine benefits ( Chapter 7 ) allow different weights in <br>\nthe&nbsp;...,0309036798,"New Vaccine Development Establishing Priorities: Volume II, Diseases of Importance in Developing Countries"
2510,Cytokine Storm Syndrome,,Randy Q. Cron,"Cytokine Storm Syndromes, including HLH and MAS, are frequently fatal disorders, particularly if not recognized early and treated during presentation. The genetics of Cytokine Storm Syndromes are being defined with many of the risk alleles giving rise to mutations in the perforin-mediated cytolytic pathway used by CD8 cytotoxic T cells and natural killer cells. These are being studied using murine models. Up to 10% of the general population may carry risk alleles for developing Cytokine Storm Syndromes, and Cytokine Storm Syndromes are being increasingly recognized around the world in pediatric and adult hospitals. A variety of infectious, rheumatic, and oncologic triggers are commonly associated with Cytokine Storm Syndromes, but understanding this disorder is critical for all researchers and physicians to ensure timely and appropriate therapy. This textbook, the first of its kind, addresses all aspects of the disorder – from genetics, pathophysiology, and ongoing research, to clinical presentations, risk factors, and treatment.",These are being studied using murine models.,9783030220945,
2512,What is “Cytokine Storm”? Understanding its Role in the Pathology of Clinical & Infectious Disease at Molecular Level.,,Dr. Hakim. K. Saboowala.,"What is “Cytokine Storm”? Understanding its Role in the Pathology of Clinical & Infectious Disease at Molecular Level. The term “Cytokine Storm” was popularized largely in the context of avian H5N1 influenza virus infection, bringing the term into popular media. The cytokine storm has captured the attention of the public and the scientific community alike, and while the general notion of an excessive or uncontrolled release of proinflammatory cytokines is well known, the concept of a cytokine storm and the biological consequences of cytokine overproduction are not clearly defined. Cytokine storms are associated with a wide variety of infectious and noninfectious diseases. In this E-Booklet an effort has been made to focus on the cytokine storm in the context of virus infection, and to highlight how high-throughput genomic methods are revealing the importance of the kinetics of cytokine gene expression and the remarkable degree of redundancy and overlap in cytokine signaling. Further, it is also attempted to address evidence for and against the role of the cytokine storm in the pathology of clinical and infectious disease and discuss why it has been so difficult to use knowledge of the cytokine storm and immunomodulatory therapies to improve the clinical outcomes for patients with severe acute infections. …Dr. H. K. Saboowala. M.B.(Bom) .M.R.S.H.(London)",What is “Cytokine Storm”? Understanding its Role in the Pathology of Clinical &amp; Infectious Disease at Molecular Level.,,
2519,Cytokine Therapeutics in Infectious Diseases,,Steven Matthew Holland,"Cytokine Therapeutics in Infectious Diseases provides a comprehensive analysis of the role cytokines fulfill in fighting infectious diseases. Structured to disclose clinical discoveries with clarity and accessibility, the information on therapeutic cytokines is linked to specific diseases. The book closes with a discussion about future directions for research, applications, and studies.","Infection , Release of Gram - negative Endotoxins or Gram - positive Exotoxins + <br>\nInflammatory Cytokine <b>Storm</b> Small Mediator Molecules , Vascular Resistance <br>\nHypotension , Acidosis , Decreased Tissue Oxygenation Myocardial Suppression<br>\n&nbsp;...",UOM:39015051434457,
2523,Bacteria-cytokine Interactions in Health and Disease,,Brian Henderson,This volume brings together the current literature on bacterial virulence and on cytokines to produce a synthesis that attempts to explain how infectious and commensal bacteria interact with man. An explanation is provided for this failure to respond to normal microflora.,"Shenep , J.L. , Barton , R.P. and Morgan , K.A. ( 1985 ) Role of antibiotic class in <br>\nthe rate of liberation of endotoxin during therapy for experimental Gram - <br>\nnegative bacterial sepsis . J. Infect . Dis . 151 , 1012-1018 124. <b>Storm</b> , D.R. , <br>\nRosenthal&nbsp;...",WISC:89065347601,
2879,The Corporate Social Responsibility Reader,,Jon Burchell,"""Simultaneously published in the USA and Canada by Routledge.""","... crimes of administrative killing . <b>distancing</b> Not just physical <b>distancing</b> but <br>\nmental <b>distancing</b> , this phenomenon is often linked with the linguistic <br>\ndehumanization described above – the people affected by the act are never seen <br>\nas individuals&nbsp;...",0415424348,
